rank,dead,level,class,experience,challenges,twitch,ladder
100,TRUE,95,Slayer,2887848926,30,mrhardwar3,SSF Harbinger HC
101,FALSE,100,Pathfinder,4250334444,30,null,Harbinger
101,FALSE,95,Saboteur,2877601850,37,null,SSF Harbinger HC
101,FALSE,95,Slayer,3024769826,23,null,SSF Harbinger
101,FALSE,100,Champion,4250334444,22,null,Hardcore Harbinger
102,FALSE,100,Pathfinder,4250334444,37,dontrunaway2,Harbinger
102,TRUE,95,Ascendant,2876116901,29,attigt,SSF Harbinger HC
102,FALSE,95,Necromancer,3022353194,29,null,SSF Harbinger
102,FALSE,100,Slayer,4250334444,33,null,Hardcore Harbinger
103,FALSE,100,Guardian,4250334444,31,null,Hardcore Harbinger
103,TRUE,95,Necromancer,2876116901,34,null,SSF Harbinger HC
103,FALSE,95,Gladiator,3017019613,32,null,SSF Harbinger
103,FALSE,100,Guardian,4250334444,30,null,Harbinger
104,FALSE,100,Elementalist,4250334444,40,null,Harbinger
104,FALSE,95,Hierophant,3016542674,28,null,SSF Harbinger
104,TRUE,95,Inquisitor,2876116901,18,aila831,SSF Harbinger HC
104,TRUE,100,Guardian,4250334444,39,null,Hardcore Harbinger
105,FALSE,100,Saboteur,4250334444,40,null,Harbinger
105,FALSE,95,Pathfinder,3004321992,27,null,SSF Harbinger
105,FALSE,100,Necromancer,4250334444,40,null,Hardcore Harbinger
105,TRUE,95,Guardian,2876116901,31,rarity_fanatic,SSF Harbinger HC
106,TRUE,95,Gladiator,2876116901,30,nex1233,SSF Harbinger HC
106,FALSE,100,Gladiator,4250334444,40,ani_mate,Hardcore Harbinger
106,FALSE,95,Necromancer,2989401751,35,espressocats,SSF Harbinger
106,FALSE,100,Elementalist,4250334444,28,null,Harbinger
107,FALSE,100,Necromancer,4250334444,26,null,Hardcore Harbinger
107,TRUE,94,Occultist,2844607618,24,null,SSF Harbinger HC
107,FALSE,100,Occultist,4250334444,34,cadealo_brorandus,Harbinger
107,FALSE,95,Necromancer,2981290855,27,null,SSF Harbinger
108,FALSE,100,Pathfinder,4250334444,25,null,Harbinger
108,TRUE,94,Berserker,2833437935,24,venomginfer,SSF Harbinger HC
108,FALSE,100,Berserker,4250334444,36,null,Hardcore Harbinger
108,FALSE,95,Ascendant,2972212297,36,null,SSF Harbinger
109,TRUE,94,Raider,2831576468,31,null,SSF Harbinger HC
109,FALSE,95,Slayer,2963475451,27,null,SSF Harbinger
109,FALSE,100,Pathfinder,4250334444,30,null,Harbinger
109,FALSE,100,Slayer,4250334444,34,adnre90,Hardcore Harbinger
110,FALSE,95,Ascendant,2962641034,30,exhorder,SSF Harbinger
110,FALSE,100,Pathfinder,4250334444,40,sighve,Harbinger
110,FALSE,100,Champion,4250334444,23,sorciak,Hardcore Harbinger
110,TRUE,94,Necromancer,2831019185,31,rarity_fanatic,SSF Harbinger HC
111,FALSE,100,Necromancer,4250334444,37,null,Hardcore Harbinger
111,TRUE,94,Gladiator,2826593275,27,null,SSF Harbinger HC
111,FALSE,95,Raider,2960413228,25,amksoljanka,SSF Harbinger
111,FALSE,100,Raider,4250334444,39,null,Harbinger
112,FALSE,95,Gladiator,2952313929,28,null,SSF Harbinger
112,TRUE,94,Necromancer,2826549264,36,gezousek,SSF Harbinger HC
112,FALSE,100,Ascendant,4250334444,36,null,Hardcore Harbinger
112,FALSE,100,Guardian,4250334444,40,bentic1355,Harbinger
113,FALSE,100,Raider,4250334444,40,lottusss,Harbinger
113,FALSE,100,Saboteur,4250334444,28,usogay,Hardcore Harbinger
113,FALSE,94,Necromancer,2822644761,36,null,SSF Harbinger HC
113,FALSE,95,Necromancer,2949011785,29,null,SSF Harbinger
114,FALSE,100,Berserker,4250334444,31,johnnypr0x,Hardcore Harbinger
114,TRUE,94,Necromancer,2820286442,40,karvarousku,SSF Harbinger HC
114,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
114,FALSE,95,Raider,2947172710,36,null,SSF Harbinger
115,FALSE,95,Occultist,2941482471,32,null,SSF Harbinger
115,FALSE,100,Berserker,4250334444,36,darkazn,Harbinger
115,FALSE,100,Ascendant,4250334444,36,null,Hardcore Harbinger
115,FALSE,94,Necromancer,2819924367,29,jeradin_01,SSF Harbinger HC
116,FALSE,94,Chieftain,2819289164,23,null,SSF Harbinger HC
116,FALSE,100,Pathfinder,4250334444,40,dukelbh,Harbinger
116,FALSE,95,Raider,2936372535,32,null,SSF Harbinger
116,FALSE,100,Chieftain,4250334444,36,gnapanda,Hardcore Harbinger
117,FALSE,100,Gladiator,4250334444,30,precaso,Harbinger
117,FALSE,95,Gladiator,2935707924,37,null,SSF Harbinger
117,FALSE,100,Trickster,4250334444,38,null,Hardcore Harbinger
117,TRUE,94,Juggernaut,2816699194,26,null,SSF Harbinger HC
118,FALSE,95,Hierophant,2935623370,33,null,SSF Harbinger
118,FALSE,100,Inquisitor,4250334444,25,null,Hardcore Harbinger
118,FALSE,100,Pathfinder,4250334444,40,s64d0w,Harbinger
118,TRUE,94,Necromancer,2814641032,36,null,SSF Harbinger HC
119,FALSE,95,Pathfinder,2932413414,40,null,SSF Harbinger
119,FALSE,100,Assassin,4250334444,36,shockingtoasters,Hardcore Harbinger
119,FALSE,100,Guardian,4250334444,30,null,Harbinger
119,TRUE,94,Saboteur,2812262888,31,null,SSF Harbinger HC
120,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
120,TRUE,94,Slayer,2809111776,36,vinktard,SSF Harbinger HC
120,FALSE,95,Necromancer,2930618989,29,terrorschaf,SSF Harbinger
120,FALSE,100,Saboteur,4250334444,40,kekz_rus,Hardcore Harbinger
121,TRUE,94,Gladiator,2808777319,24,null,SSF Harbinger HC
121,FALSE,100,Necromancer,4250334444,24,null,Harbinger
121,FALSE,95,Ascendant,2928501784,38,null,SSF Harbinger
121,FALSE,100,Champion,4250334444,28,rolodecks,Hardcore Harbinger
122,FALSE,95,Necromancer,2924218633,31,neoevanu,SSF Harbinger
122,FALSE,100,Saboteur,4250334444,28,null,Hardcore Harbinger
122,FALSE,100,Pathfinder,4250334444,33,null,Harbinger
122,TRUE,94,Trickster,2807715547,40,lamnerus,SSF Harbinger HC
123,TRUE,94,Raider,2806353782,30,thespunkylobster,SSF Harbinger HC
123,FALSE,100,Ascendant,4250334444,30,sfhobbit,Hardcore Harbinger
123,FALSE,95,Ascendant,2922785595,36,null,SSF Harbinger
123,FALSE,100,Berserker,4250334444,37,hirux94,Harbinger
124,TRUE,94,Necromancer,2801143426,28,null,SSF Harbinger HC
124,FALSE,95,Berserker,2914481345,33,null,SSF Harbinger
124,FALSE,100,Inquisitor,4250334444,29,null,Harbinger
124,FALSE,100,Ascendant,4250334444,23,elgamerviejuno,Hardcore Harbinger
125,TRUE,94,Gladiator,2798624220,30,thespunkylobster,SSF Harbinger HC
125,FALSE,95,Gladiator,2907398814,35,null,SSF Harbinger
125,FALSE,100,Necromancer,4250334444,33,null,Harbinger
125,FALSE,100,Pathfinder,4250334444,34,null,Hardcore Harbinger
126,FALSE,100,Chieftain,4250334444,23,null,Hardcore Harbinger
126,TRUE,94,Trickster,2781083853,31,vorkasse,SSF Harbinger HC
126,FALSE,95,Slayer,2906670323,34,null,SSF Harbinger
126,FALSE,100,Necromancer,4250334444,39,null,Harbinger
127,FALSE,95,Gladiator,2905464520,30,zamtakaish,SSF Harbinger
127,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
127,TRUE,94,Berserker,2777986485,25,null,SSF Harbinger HC
127,FALSE,100,Slayer,4250334444,27,jonjonnz,Hardcore Harbinger
128,TRUE,100,Trickster,4250334444,39,neophyte_dqt,Hardcore Harbinger
128,FALSE,95,Berserker,2903902304,31,null,SSF Harbinger
128,FALSE,94,Necromancer,2776909726,40,null,SSF Harbinger HC
128,FALSE,100,Necromancer,4250334444,40,lucky_edie,Harbinger
129,FALSE,100,Guardian,4250334444,39,6ec_,Hardcore Harbinger
129,FALSE,100,Berserker,4250334444,40,relithh,Harbinger
129,TRUE,94,Necromancer,2766454518,24,masshypnosis_,SSF Harbinger HC
129,FALSE,95,Ascendant,2902873935,40,null,SSF Harbinger
130,TRUE,94,Pathfinder,2762881470,36,null,SSF Harbinger HC
130,FALSE,95,Berserker,2902716008,28,kaylanes,SSF Harbinger
130,FALSE,100,Raider,4250334444,37,null,Harbinger
130,FALSE,100,Berserker,4250334444,40,v_nz,Hardcore Harbinger
131,FALSE,100,Juggernaut,4250334444,28,null,Hardcore Harbinger
131,FALSE,95,Gladiator,2901975990,30,null,SSF Harbinger
131,FALSE,100,Gladiator,4250334444,37,old_judge,Harbinger
131,TRUE,94,Trickster,2760764831,29,null,SSF Harbinger HC
132,FALSE,94,Champion,2759788183,24,null,SSF Harbinger HC
132,FALSE,95,Slayer,2901644223,39,null,SSF Harbinger
132,FALSE,100,Inquisitor,4250334444,29,null,Harbinger
132,FALSE,100,Berserker,4250334444,37,null,Hardcore Harbinger
133,TRUE,94,Champion,2759464089,37,streamerrng,SSF Harbinger HC
133,FALSE,100,Raider,4250334444,40,null,Harbinger
133,FALSE,95,Gladiator,2901421032,27,null,SSF Harbinger
133,FALSE,100,Chieftain,4250334444,27,null,Hardcore Harbinger
134,TRUE,94,Guardian,2758996252,25,thefufuu,SSF Harbinger HC
134,TRUE,100,Gladiator,4250334444,26,null,Hardcore Harbinger
134,FALSE,95,Trickster,2898010858,37,null,SSF Harbinger
134,FALSE,100,Raider,4250334444,27,genne4r,Harbinger
135,FALSE,94,Saboteur,2753569489,23,null,SSF Harbinger HC
135,FALSE,100,Slayer,4250334444,33,null,Hardcore Harbinger
135,FALSE,95,Trickster,2897354220,38,null,SSF Harbinger
135,FALSE,100,Pathfinder,4250334444,40,im1322837,Harbinger
136,FALSE,95,Gladiator,2897319094,21,pretty_much,SSF Harbinger
136,FALSE,100,Berserker,4250334444,40,chilfeezy,Harbinger
136,FALSE,100,Ascendant,4250334444,40,surplus_tv,Hardcore Harbinger
136,TRUE,94,Gladiator,2752646742,26,ekainen,SSF Harbinger HC
137,FALSE,100,Berserker,4250334444,40,null,Hardcore Harbinger
137,FALSE,95,Necromancer,2895248968,32,nonne83,SSF Harbinger
137,FALSE,94,Juggernaut,2752565239,27,jakehoffmann,SSF Harbinger HC
137,FALSE,100,Raider,4250334444,36,null,Harbinger
138,FALSE,95,Trickster,2892299584,31,null,SSF Harbinger
138,TRUE,94,Gladiator,2751588656,29,stark_weather,SSF Harbinger HC
138,FALSE,100,Ascendant,4250334444,36,null,Hardcore Harbinger
138,FALSE,100,Pathfinder,4250334444,40,arathen342,Harbinger
139,FALSE,95,Pathfinder,2890978983,36,null,SSF Harbinger
139,FALSE,100,Inquisitor,4250334444,26,null,Harbinger
139,FALSE,100,Inquisitor,4250334444,28,null,Hardcore Harbinger
139,TRUE,94,Gladiator,2739450847,27,null,SSF Harbinger HC
140,TRUE,94,Slayer,2731583810,37,twitch_vivre,SSF Harbinger HC
140,FALSE,100,Inquisitor,4250334444,33,null,Harbinger
140,FALSE,95,Slayer,2890136234,37,null,SSF Harbinger
140,FALSE,100,Necromancer,4250334444,40,sarcasticsloth,Hardcore Harbinger
141,FALSE,95,Berserker,2889263930,39,dyingbreathpoe,SSF Harbinger
141,FALSE,100,Necromancer,4250334444,40,null,Hardcore Harbinger
141,TRUE,94,Gladiator,2731361622,36,creampuffbeats,SSF Harbinger HC
141,FALSE,100,Necromancer,4250334444,40,cooielou,Harbinger
142,FALSE,100,Occultist,4250334444,36,null,Hardcore Harbinger
142,TRUE,94,Gladiator,2730215474,22,null,SSF Harbinger HC
142,FALSE,100,Pathfinder,4250334444,36,kajean,Harbinger
142,FALSE,95,Slayer,2885581225,26,null,SSF Harbinger
143,FALSE,100,Ascendant,4250334444,36,poe_sark,Hardcore Harbinger
143,FALSE,100,Pathfinder,4250334444,40,yoonahrs,Harbinger
143,FALSE,95,Hierophant,2884776098,25,null,SSF Harbinger
143,FALSE,94,Guardian,2728572189,29,null,SSF Harbinger HC
144,FALSE,100,Necromancer,4250334444,40,ssszbeetz,Harbinger
144,FALSE,100,Champion,4250334444,36,null,Hardcore Harbinger
144,FALSE,94,Gladiator,2727354101,30,ryderlol,SSF Harbinger HC
144,FALSE,95,Juggernaut,2883273141,27,null,SSF Harbinger
145,TRUE,94,Gladiator,2724150337,26,null,SSF Harbinger HC
145,FALSE,100,Necromancer,4250334444,37,alliser_thorne,Hardcore Harbinger
145,FALSE,100,Pathfinder,4250334444,36,xpstephen,Harbinger
145,FALSE,95,Raider,2883105630,27,soundchaser83,SSF Harbinger
146,FALSE,100,Necromancer,4250334444,28,hesso_,Hardcore Harbinger
146,TRUE,94,Inquisitor,2723393622,24,gabejia,SSF Harbinger HC
146,FALSE,95,Berserker,2882631635,36,null,SSF Harbinger
146,FALSE,100,Pathfinder,4250334444,40,fixytrixy,Harbinger
147,FALSE,95,Gladiator,2881695146,40,null,SSF Harbinger
147,FALSE,100,Pathfinder,4250334444,34,wickedk1d,Harbinger
147,FALSE,94,Berserker,2718689363,38,null,SSF Harbinger HC
147,FALSE,100,Slayer,4250334444,26,gotfrag321,Hardcore Harbinger
148,FALSE,100,Inquisitor,4250334444,37,null,Harbinger
148,FALSE,100,Inquisitor,4250334444,39,null,Hardcore Harbinger
148,TRUE,94,Champion,2715452691,35,bogurk,SSF Harbinger HC
148,FALSE,95,Berserker,2881362868,36,null,SSF Harbinger
149,FALSE,95,Slayer,2881215976,30,impuritii,SSF Harbinger
149,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
149,FALSE,94,Chieftain,2711601908,28,null,SSF Harbinger HC
149,TRUE,100,Guardian,4250334444,40,ccasin,Hardcore Harbinger
150,TRUE,94,Occultist,2710007058,31,null,SSF Harbinger HC
150,FALSE,95,Gladiator,2880810451,38,null,SSF Harbinger
150,FALSE,100,Ascendant,4250334444,30,sfhobbit,Hardcore Harbinger
150,FALSE,100,Pathfinder,4250334444,37,null,Harbinger
151,FALSE,95,Raider,2880321119,36,mickelott,SSF Harbinger
151,FALSE,100,Necromancer,4250334444,40,authentic1976,Harbinger
151,FALSE,100,Berserker,4250334444,37,null,Hardcore Harbinger
151,TRUE,94,Gladiator,2708733636,27,null,SSF Harbinger HC
152,FALSE,100,Pathfinder,4250334444,31,null,Harbinger
152,FALSE,95,Berserker,2880122623,37,null,SSF Harbinger
152,TRUE,94,Saboteur,2708051206,35,null,SSF Harbinger HC
152,FALSE,100,Berserker,4250334444,32,null,Hardcore Harbinger
153,FALSE,100,Raider,4250334444,40,hybridbc,Harbinger
153,FALSE,100,Guardian,4250334444,26,null,Hardcore Harbinger
153,FALSE,95,Necromancer,2879592752,40,null,SSF Harbinger
153,TRUE,94,Gladiator,2706221547,22,officialzyppo,SSF Harbinger HC
154,FALSE,100,Raider,4250334444,36,yoshixt,Hardcore Harbinger
154,FALSE,95,Berserker,2879296177,32,null,SSF Harbinger
154,FALSE,94,Chieftain,2698644825,27,null,SSF Harbinger HC
154,FALSE,100,Necromancer,4250334444,38,unnsaint,Harbinger
155,TRUE,94,Berserker,2698255377,23,angrydevice,SSF Harbinger HC
155,FALSE,95,Necromancer,2878868191,28,null,SSF Harbinger
155,FALSE,100,Guardian,4250334444,36,null,Hardcore Harbinger
155,FALSE,100,Necromancer,4250334444,36,null,Harbinger
156,TRUE,94,Necromancer,2694272466,40,felipemmpp,SSF Harbinger HC
156,FALSE,95,Berserker,2878704979,24,null,SSF Harbinger
156,FALSE,100,Trickster,4250334444,40,null,Harbinger
156,FALSE,100,Gladiator,4250334444,36,null,Hardcore Harbinger
157,FALSE,95,Gladiator,2878079727,32,null,SSF Harbinger
157,TRUE,94,Raider,2691091110,24,null,SSF Harbinger HC
157,FALSE,100,Necromancer,4250334444,37,null,Harbinger
157,FALSE,100,Trickster,4250334444,40,cepz,Hardcore Harbinger
158,FALSE,95,Gladiator,2877905388,27,null,SSF Harbinger
158,FALSE,100,Necromancer,4250334444,39,null,Hardcore Harbinger
158,FALSE,100,Berserker,4250334444,40,null,Harbinger
158,TRUE,94,Gladiator,2690893550,29,glaum,SSF Harbinger HC
159,FALSE,100,Deadeye,4250334444,37,null,Hardcore Harbinger
159,FALSE,95,Guardian,2877738980,39,null,SSF Harbinger
159,FALSE,94,Necromancer,2688194013,27,null,SSF Harbinger HC
159,FALSE,100,Necromancer,4250334444,40,evilwalkstheearth,Harbinger
160,FALSE,100,Berserker,4250334444,37,null,Harbinger
160,FALSE,100,Guardian,4250334444,40,jauer_poe,Hardcore Harbinger
160,TRUE,94,Necromancer,2681465504,29,null,SSF Harbinger HC
160,FALSE,95,Berserker,2877585612,39,andyistoxic,SSF Harbinger
161,FALSE,100,Necromancer,4250334444,19,null,Harbinger
161,FALSE,100,Slayer,4250334444,40,null,Hardcore Harbinger
161,TRUE,94,Gladiator,2680460374,29,null,SSF Harbinger HC
161,FALSE,95,Ascendant,2877550455,34,null,SSF Harbinger
162,FALSE,100,Guardian,4250334444,32,null,Hardcore Harbinger
162,TRUE,94,Inquisitor,2679950838,40,null,SSF Harbinger HC
162,FALSE,100,Occultist,4250334444,38,attackdingo,Harbinger
162,FALSE,95,Raider,2877496265,32,null,SSF Harbinger
163,FALSE,95,Berserker,2877034013,35,null,SSF Harbinger
163,FALSE,100,Guardian,4250334444,36,null,Hardcore Harbinger
163,TRUE,94,Raider,2677170602,36,null,SSF Harbinger HC
163,FALSE,100,Guardian,4250334444,36,hero1349,Harbinger
164,FALSE,95,Saboteur,2876815412,36,null,SSF Harbinger
164,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
164,TRUE,94,Trickster,2676949424,26,null,SSF Harbinger HC
164,FALSE,100,Saboteur,4250334444,28,null,Hardcore Harbinger
165,FALSE,94,Juggernaut,2674325589,34,null,SSF Harbinger HC
165,FALSE,100,Raider,4250334444,28,null,Harbinger
165,FALSE,100,Necromancer,4250334444,36,yoshixt,Hardcore Harbinger
165,FALSE,95,Necromancer,2876718883,28,null,SSF Harbinger
166,FALSE,100,Slayer,4250334444,28,null,Hardcore Harbinger
166,FALSE,100,Gladiator,4250334444,37,dddsaaa,Harbinger
166,FALSE,95,Necromancer,2876703375,37,null,SSF Harbinger
166,FALSE,94,Berserker,2669035468,37,null,SSF Harbinger HC
167,TRUE,94,Raider,2666533245,40,null,SSF Harbinger HC
167,FALSE,95,Necromancer,2876609021,36,tunipoe,SSF Harbinger
167,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
167,FALSE,100,Trickster,4250334444,36,null,Hardcore Harbinger
168,FALSE,100,Berserker,4250334444,37,null,Hardcore Harbinger
168,FALSE,100,Berserker,4250334444,27,null,Harbinger
168,FALSE,95,Slayer,2876423029,27,null,SSF Harbinger
168,TRUE,94,Necromancer,2665529288,37,streamerrng,SSF Harbinger HC
169,FALSE,100,Hierophant,4250334444,28,null,Harbinger
169,FALSE,100,Gladiator,4250334444,26,null,Hardcore Harbinger
169,TRUE,94,Necromancer,2664841065,25,null,SSF Harbinger HC
169,FALSE,95,Pathfinder,2876305135,30,null,SSF Harbinger
170,FALSE,100,Ascendant,4250334444,36,null,Hardcore Harbinger
170,FALSE,100,Pathfinder,4250334444,36,cre_aga,Harbinger
170,FALSE,95,Berserker,2876251479,40,null,SSF Harbinger
170,FALSE,94,Necromancer,2658819951,38,vilexica,SSF Harbinger HC
171,FALSE,100,Pathfinder,4250334444,37,contraxlol,Harbinger
171,TRUE,94,Saboteur,2658074992,24,null,SSF Harbinger HC
171,TRUE,100,Trickster,4250334444,27,null,Hardcore Harbinger
171,FALSE,95,Necromancer,2876227193,33,null,SSF Harbinger
172,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
172,FALSE,95,Necromancer,2876162042,30,rinkostar,SSF Harbinger
172,FALSE,100,Guardian,4250334444,28,sirgillbates,Hardcore Harbinger
172,TRUE,94,Chieftain,2658074992,29,null,SSF Harbinger HC
173,FALSE,100,Pathfinder,4250334444,40,maus3r,Harbinger
173,FALSE,95,Slayer,2876143757,28,null,SSF Harbinger
173,TRUE,94,Trickster,2658074992,36,null,SSF Harbinger HC
173,FALSE,100,Slayer,4250334444,40,null,Hardcore Harbinger
174,FALSE,95,Necromancer,2876138251,29,null,SSF Harbinger
174,FALSE,100,Guardian,4250334444,37,null,Hardcore Harbinger
174,TRUE,94,Inquisitor,2658074992,25,crapcore,SSF Harbinger HC
174,FALSE,100,Pathfinder,4250334444,26,null,Harbinger
175,TRUE,94,Occultist,2658074992,35,bogurk,SSF Harbinger HC
175,FALSE,95,Gladiator,2876116901,35,null,SSF Harbinger
175,FALSE,100,Saboteur,4250334444,36,null,Hardcore Harbinger
175,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
176,TRUE,100,Gladiator,4250334444,29,null,Hardcore Harbinger
176,FALSE,95,Gladiator,2876116901,30,null,SSF Harbinger
176,FALSE,100,Elementalist,4250334444,37,kesoga,Harbinger
176,TRUE,94,Berserker,2658074992,27,null,SSF Harbinger HC
177,TRUE,100,Raider,4250334444,36,null,Hardcore Harbinger
177,FALSE,100,Raider,4250334444,40,justjank,Harbinger
177,TRUE,94,Gladiator,2658074992,36,null,SSF Harbinger HC
177,FALSE,95,Pathfinder,2876116901,34,deathnirvana,SSF Harbinger
178,FALSE,100,Slayer,4250334444,33,epictelevision,Harbinger
178,FALSE,100,Slayer,4250334444,40,drhouse66,Hardcore Harbinger
178,FALSE,93,Juggernaut,2654073117,33,null,SSF Harbinger HC
178,FALSE,95,Slayer,2876116901,36,derbommek,SSF Harbinger
179,FALSE,100,Berserker,4250334444,40,null,Harbinger
179,FALSE,93,Slayer,2646795351,23,me_bobo,SSF Harbinger HC
179,FALSE,100,Necromancer,4250334444,36,sircrushinton,Hardcore Harbinger
179,FALSE,94,Berserker,2848542634,25,null,SSF Harbinger
180,FALSE,100,Berserker,4250334444,36,sv_cheats_0,Hardcore Harbinger
180,FALSE,100,Chieftain,4250334444,40,yuweii,Harbinger
180,FALSE,94,Gladiator,2838650369,24,null,SSF Harbinger
180,FALSE,93,Trickster,2642639115,27,null,SSF Harbinger HC
181,TRUE,93,Juggernaut,2628317948,22,jb5th1110,SSF Harbinger HC
181,FALSE,100,Slayer,4250334444,39,null,Hardcore Harbinger
181,FALSE,94,Ascendant,2832722790,37,null,SSF Harbinger
181,FALSE,100,Pathfinder,4250334444,30,taizqt,Harbinger
182,FALSE,100,Gladiator,4250334444,25,null,Hardcore Harbinger
182,TRUE,93,Hierophant,2618002600,27,null,SSF Harbinger HC
182,FALSE,94,Gladiator,2829963144,29,null,SSF Harbinger
182,FALSE,100,Necromancer,4250334444,26,null,Harbinger
183,TRUE,93,Ascendant,2609473484,37,null,SSF Harbinger HC
183,FALSE,100,Pathfinder,4250334444,36,null,Harbinger
183,FALSE,100,Slayer,4250334444,28,null,Hardcore Harbinger
183,FALSE,94,Saboteur,2829025473,36,null,SSF Harbinger
184,FALSE,100,Guardian,4250334444,38,null,Hardcore Harbinger
184,FALSE,93,Necromancer,2608243182,22,artur_vilela,SSF Harbinger HC
184,FALSE,94,Slayer,2820124377,29,null,SSF Harbinger
184,FALSE,100,Pathfinder,4250334444,40,rickymarten,Harbinger
185,FALSE,100,Berserker,4250334444,40,null,Harbinger
185,TRUE,93,Gladiator,2607458596,36,null,SSF Harbinger HC
185,FALSE,94,Slayer,2800407962,28,null,SSF Harbinger
185,FALSE,100,Necromancer,4250334444,34,null,Hardcore Harbinger
186,FALSE,100,Hierophant,4250334444,24,null,Hardcore Harbinger
186,FALSE,100,Inquisitor,4250334444,40,fixsta,Harbinger
186,FALSE,94,Trickster,2793871831,26,mr_anderson90,SSF Harbinger
186,FALSE,93,Occultist,2597338837,25,null,SSF Harbinger HC
187,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
187,FALSE,100,Hierophant,4250334444,36,null,Hardcore Harbinger
187,FALSE,94,Raider,2790443871,32,null,SSF Harbinger
187,FALSE,93,Trickster,2595875446,40,jauer_poe,SSF Harbinger HC
188,TRUE,93,Slayer,2591599373,30,null,SSF Harbinger HC
188,FALSE,94,Gladiator,2789722071,30,null,SSF Harbinger
188,FALSE,100,Elementalist,4250334444,35,null,Harbinger
188,FALSE,100,Pathfinder,4250334444,36,null,Hardcore Harbinger
189,FALSE,100,Guardian,4250334444,40,null,Hardcore Harbinger
189,FALSE,100,Gladiator,4250334444,37,null,Harbinger
189,FALSE,94,Gladiator,2787201055,30,xkhyro,SSF Harbinger
189,FALSE,93,Necromancer,2585894311,24,wnight_hc,SSF Harbinger HC
190,FALSE,100,Slayer,4250334444,40,trolltew,Harbinger
190,FALSE,100,Inquisitor,4250334444,29,null,Hardcore Harbinger
190,TRUE,93,Necromancer,2585838809,24,dorrieb,SSF Harbinger HC
190,FALSE,94,Chieftain,2786546620,26,null,SSF Harbinger
191,TRUE,93,Berserker,2584182828,40,fawcantv,SSF Harbinger HC
191,FALSE,100,Necromancer,4250334444,36,null,Hardcore Harbinger
191,FALSE,94,Necromancer,2777983819,21,null,SSF Harbinger
191,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
